post_id,title,post_type,post_date,category,link,excerpt,content,attachment_url
390,attachment-6357ed433978d840e69edc94,attachment,2022-10-25 20:11:31,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1666713703906-JKKJ331MSAE362K79PHX/unsplash-image-YjVa-F9P9kk.jpg,exc-6357ed433978d840e69edc94,img-6357ed433978d840e69edc94,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1666713703906-JKKJ331MSAE362K79PHX/unsplash-image-YjVa-F9P9kk.jpg
391,Faith Draws God’s Attention,post,2022-12-07 14:00:00,Advent,/blogfeed/2022/12/1/faith-draws-gods-attentionnbsp,,"Faith Draws God’s Attention I went to Bethlehem once. It’s still hard for me to believe! I rode in a comfy tour bus over the hills that Jesus’ ancestors once walked. I remember imagining these heroes of faith as we rolled past modern scenes. Rachel being buried near the road to Bethlehem. Ruth gleaning in the fields and meeting Boaz. David shepherding his sheep and being anointed King too. My heart raced a bit as our bus stopped at a checkpoint on the West Bank. Would we be welcome? Mary and Joseph had anxiously looked for welcome in this city. As we crossed into the location of the greatest miracle in history, all I could think of was “Jesus was born right here!” “ As we crossed into the location of the greatest miracle in history, all I could think of was “Jesus was born right here!” ” God who controls history determined Jesus to be born in this obscure village, but why? The quick answer: to fulfill His prophecy (Micah 5:2) as echoed in the gospels. Yet, long before Micah declared th...",
392,attachment-6388bfe375841a78d6f6fee8,attachment,2022-12-07 14:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1669916954165-36EXE22OBCX5KHMTIK40/Advent+Series+Lobby+Wall.png,exc-6388bfe375841a78d6f6fee8,img-6388bfe375841a78d6f6fee8,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1669916954165-36EXE22OBCX5KHMTIK40/Advent+Series+Lobby+Wall.png
393,The Gift of Hope,post,2022-12-01 14:24:53,Advent,/blogfeed/2022/12/1/the-gift-of-hope,"Christian hope is not a lofty idea floating untethered to reality. Our hope is rooted in history— the history of God’s gift giving. We’ve been given the gift of Jesus Christ and his incarnation, crucifixion, and resurrection.","An Advent Devotional What do you hope for this Christmas? I remember when I was seven years old hoping to receive a magic wand. These days I tend to be a little more practical. Yet even in my attempt to shape the ideal Christmas into reality, the gifts, gatherings, and glee can fail to fulfill my hope. It’s a great reminder that the Lord has not promised to fulfill my hope through a cheery holiday season. He has promised to fulfill my hope through His presence. “Therefore repent and turn back, so that your sins may be wiped out, that seasons of refreshing may come from the presence of the Lord. ” (Acts 3:19-20) Christian hope is not a lofty idea floating untethered to reality. Our hope is rooted in history— the history of God’s gift giving. We’ve been given the gift of Jesus Christ and his incarnation, crucifixion, and resurrection. We’ve been given Christ’s ascension and heavenly reign, the Holy Spirit’s indwelling, the canon of New Testament scripture, and Jesus’ current intercession...",
394,attachment-6388b61dca7e4b08c89c40d6,attachment,2022-12-01 14:24:53,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1671371021356-V5SZWK2SAVDFWQWIRPYA/Advent%2BSeries%2BLobby%2BWall.jpg,exc-6388b61dca7e4b08c89c40d6,img-6388b61dca7e4b08c89c40d6,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1671371021356-V5SZWK2SAVDFWQWIRPYA/Advent%2BSeries%2BLobby%2BWall.jpg
395,Prince of Peace,post,2022-12-21 17:50:43,,/blogfeed/2022/12/21/prince-of-peace,A Blog by Kristin Fields,"Prince of Peace For to us a child is born, to us a son is given, and the government will be on his shoulders. And he will be called Wonderful Counselor, Mighty God, Everlasting Father, Prince of Peace.” (Isaiah 9:6) I’m convinced God enjoys naming things. From the beginning of the Bible, we read God named humankind His image-bearers. Throughout scripture, He repeatedly renamed people to mirror their character and purpose. Names are a big deal to God. Considering God inspired the titles reflective of His one and only Son’s nature, we are wise to pay attention to them. So in this chaotic world, what does it mean that Jesus is the Prince of Peace? It reveals we are incapable of creating our own peace. Jesus as the Prince of Peace implies that peace belongs to him and it’s his alone to bestow. Do you recall how Jesus slept in a fishing boat in the middle of a furious storm (see Matthew 8:23-27)? Jesus rebuked the wind and the waves, and then there was complete calm and peace. In the midst ...",
396,attachment-63a3477842e0d860c7812af6,attachment,2022-12-21 17:50:43,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1671647465078-81SJ884VTL1DUHQ22SDN/Advent+Series+Lobby+Wall.png,exc-63a3477842e0d860c7812af6,img-63a3477842e0d860c7812af6,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1671647465078-81SJ884VTL1DUHQ22SDN/Advent+Series+Lobby+Wall.png
397,The Bigger Picture,post,2022-03-03 17:10:45,,/blogfeed/2022/3/3/the-bigger-picture,This blog was written by Amanda Eheart.,"Scripture Reading: “We can make our plans, but the Lord determines our steps (Proverbs 16:9, NLT ).” Have you ever been asked the question, “Where do you see yourself in ____ years?” Are you actually where you thought you would be ____ years ago? If you had asked me that question however many years ago I would have told you that I would be working a job that I loved, making enough money to live comfortably. I would be married, with at least one child (hopefully more), a dog or two (maybe a cat) in a nice house. Nothing wrong with this right? Of course not! Am I there… NOPE! I have a job that I love but no husband, no children, no pets, no home of my own. When you grow up being told you are worthless, stupid, ugly, fat and so many other negaitive things this can send you to a very dark place – and it did. I honestly believed that the reason I didn’t get these things was because the cruel things I was told as I was growing up were true. And because I believed this, I made some bad choice...",
398,attachment-6220f5bcc5d32246d9470df8,attachment,2022-03-03 17:10:45,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1646327373379-HT5IR74ZFI72QUBJ55IQ/The+bigger+picture.jpg,exc-6220f5bcc5d32246d9470df8,img-6220f5bcc5d32246d9470df8,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1646327373379-HT5IR74ZFI72QUBJ55IQ/The+bigger+picture.jpg
399,The Object of Faith,post,2022-04-22 12:06:58,,/blogfeed/2022/4/22/the-object-of-faith,This blog was written by Bonnie Russman.,"Scripture Reading : “For she thought, ‘If I just touch the hem of His garment, I shall get well.’ And immediately . . . she felt in her body that she was healed of her affliction.” (Mark 5:28-29) Growing up, our family enjoyed watching the popular television series Superman; however, my younger brother was particularly keen. He begged for his own Superman cape – and finally my mother took an old bath towel, drew a giant “S” on it, and tied it around his neck. Moments later, as she was washing dishes, she spotted my brother “flying” past the kitchen window in a rapid descent to the ground, from the roof – his “cape” barely flapping in the breeze! It must have made perfect sense to him: he loved Superman. And, as the child that he was, he put all his faith in that cape – believing it would let him fly. In today’s story (see Mark 25-34), this woman exhibited tremendous faith. Having had a hemorrhage for 12 years, she was not only physically ill, but according to Levitical law was marked a...",
400,attachment-6262994e34a2f8621eba0a04,attachment,2022-04-22 12:06:58,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1650629149413-9CYP2PBP7VEDD4OV8SA5/The+Object+of+Faith.jpg,exc-6262994e34a2f8621eba0a04,img-6262994e34a2f8621eba0a04,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1650629149413-9CYP2PBP7VEDD4OV8SA5/The+Object+of+Faith.jpg
401,Power of Prayer and Fasting,post,2023-01-10 17:11:57,,/blogfeed/2023/1/10/power-of-prayer-and-fastingnbsp,"As we embark on a new year, it's a perfect time to reflect on the past and set our sights on the future.","Power of Prayer and Fasting As we embark on a new year, it's a perfect time to reflect on the past and set our sights on the future. One thing that has always been a constant in my life, and has brought me great comfort and strength, is the power of prayer. Prayer is such a crucial part of our spiritual formation and it has the ability to transform our lives in immeasurable ways. When we pray, we are able to connect with God and seek His guidance and wisdom. James 1:5 tells us, ""If any of you lacks wisdom, you should ask God, who gives generously to all without finding fault, and it will be given to you."" How amazing is that? God is always ready and willing to give us the wisdom and guidance we need, we just have to ask. Prayer is also a way for us to offer up our praise and thanksgiving to God. In Psalm 34:1, it says, ""I will extol the Lord at all times; his praise will always be on my lips."" When we offer up our praise to God, it helps to shift our focus from our own problems and ont...",
402,attachment-63bd9b42fdea9600dd848783,attachment,2023-01-10 17:11:57,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg,exc-63bd9b42fdea9600dd848783,img-63bd9b42fdea9600dd848783,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg
403,Prayer & The Word,post,2023-01-19 20:48:00,,/blogfeed/2023/1/19/prayer-amp-the-wordnbsp,A Blog by Kristin Fields,"Prayer & The Word “This is the confidence we have before him: If we ask anything according to his will, he hears us. And if we know that he hears whatever we ask, we know that we have what we have asked of him.” (1 John 5:14-15) I remember when my father would give guidance or a promise of some kind, I would often return to Him with the reminder, “Dad, you said…” God, who is the perfect parent, knows exactly what we need even before we ask, but as our Father He wants us to come to Him in complete dependence. We see this exemplified in Jesus’ life. Prayer was central in Jesus’ life with God, second to none. He made time for it and often stayed up all night praying. I find it fascinating as well that of all the things the disciples could ask Jesus to teach them to do, he was asked to teach them to pray (Luke 11:1)! If Jesus’ life revolved around communing and enjoying His Father in prayer and yielded such incredible Kingdom results, our lives are meant to as well. Because of Christ’s sac...",
404,attachment-63c9a743b613f27fc9e63bfa,attachment,2023-01-19 20:48:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg,exc-63c9a743b613f27fc9e63bfa,img-63c9a743b613f27fc9e63bfa,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg
405,Prayer and Fasting,post,2023-01-19 17:58:54,,/blogfeed/2023/1/19/prayer-and-fasting,A blog by Kristin Fields,"Prayer & Fasting “Then you shall call, and the LORD will answer; you shall cry for help, and he will say, “Here I am…. The Lord will guide you continually” (Isaiah 58:9, 11 NRSV) Tools are pathways to infinite creativity. They have the potential when used to build, influence, and bring about something with lasting benefit. Jesus has passed on two spiritual power tools to those who choose to follow his example - fasting and praying. Jesus taught, “When you fast…;” implying his disciples would indeed fast and pray (Matthew 6:16). By putting these tools to use, we are led deeper into friendship with God who strengthens us and brings us into alignment with Him in order to continue the ministry of Christ and experience abundant life. A fast is a voluntary practice of setting aside food, a source of nourishment and pleasure, for the Source who loves you. It is guided by the genuine intention of drawing nearer to God with increased sensitivity. You are invited by the Lord to fast and pray for...",
406,attachment-63c98430ee273321d52f9d72,attachment,2023-01-19 17:58:54,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg,exc-63c98430ee273321d52f9d72,img-63c98430ee273321d52f9d72,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg
407,Why Baptism?,post,2023-01-19 14:00:00,,/blogfeed/2023/1/19/why-baptism,,"Baptism Many people come to faith in Christ at different points in their lives, and for some, the decision to be baptized may not have come right away. But regardless of when or where you accepted Christ, or whether you have been baptized before, we want to encourage you to consider taking this important step of going public with your faith through baptism. Baptism is an outward expression of an inward decision to follow Jesus Christ. It is a powerful symbol of new beginnings, and it marks the start of a journey of growing closer to God and becoming more like Him. In baptism, we publicly proclaim our faith in Jesus and the change He has made in our lives. The Bible is clear about the importance of baptism. In Matthew 28:19, Jesus commands his followers to baptize others in the name of the Father, the Son, and the Holy Spirit, and in Acts 22:16, the Apostle Paul is told by Ananias ""And now why do you wait? Rise and be baptized and wash away your sins, calling on his name."" . So, baptism...",
408,attachment-63bdc965ecc5dc00590876c0,attachment,2023-01-19 14:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673556239895-T00QH72RCEKP26SB6F61/Baptisms+2023+Beta.png,exc-63bdc965ecc5dc00590876c0,img-63bdc965ecc5dc00590876c0,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673556239895-T00QH72RCEKP26SB6F61/Baptisms+2023+Beta.png
409,"The Power of Prayer, Community and Confession",post,2023-01-23 14:00:00,,/blogfeed/2023/1/23/the-power-of-prayer-community-and-confession,"As believers, it's so important for us to make prayer, community, and confession a part of our daily lives. These practices have the power to transform us and to guide us on our journey with God.","The Power of Prayer, Community and Confession As believers, it's so important for us to make prayer, community, and confession a part of our daily lives. These practices have the power to transform us and to guide us on our journey with God. In this blog, I want to talk about the importance of returning to these disciplines and how they can help us grow closer to God. First, let's talk about the importance of prayer. Prayer is a way for us to connect with God and to seek His guidance and wisdom. In Philippians 4:6-7, it says, ""Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God. And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus."" When we pray, it helps to ease our anxiety and brings us a sense of peace. But sometimes, we can get undisciplined in our prayer lives. We get busy with the demands of life and we let our prayer time slip away. That's why ...",
410,attachment-63bda4936df4fa3fdb12490b,attachment,2023-01-23 14:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg,exc-63bda4936df4fa3fdb12490b,img-63bda4936df4fa3fdb12490b,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg
411,Prayer and Confession,post,2023-01-30 18:18:06,,/blogfeed/2023/1/30/prayer-and-confession,A Blog by Kristin Fields,"Prayer & Confession A decade ago, I shared with a trusted friend the temptation and skewed thinking I was battling. It was a slippery slope, and I was miserable. I don’t recall the details of the conversation, but my friend listened and her response was compassionate; without a doubt she prayed. What I know for certain is that I was invited to meet with her in a weekly small group to pray and read 1 John. This spiritual mother led me to the Word that ultimately renewed my broken mind. That is the power of confession in Christian community. Since then, I have learned to keep a short account with God through daily confession in prayer, and if necessary, in Christian community for support. Like Adam and Eve, we have the freedom to hide our sin and our weaknesses. However, we also have the freedom to confess, bringing our struggles into the healing light of Christ. When we confess our sin to God we are forgiven, cleansed, and given a fresh start. “If we confess our sins, he is faithful and...",
412,attachment-63d809e38f032c6866e1649e,attachment,2023-01-30 18:18:06,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg,exc-63d809e38f032c6866e1649e,img-63d809e38f032c6866e1649e,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1673371584786-FIP1UPY1EJM0IITAGH3D/PrayFirst_square.jpg
413,Immeasurable Grace,post,2023-10-19 14:11:12,,/blogfeed/2023/10/19/immeasurable-grace,A Blog by Kristin Fields,"Scripture : ""Not by might, nor by power, but by my Spirit, says the Lord of hosts. Who are you, O great mountain? Before Zerubbabel you shall become a plain. And he shall bring forward the top stone amid shouts of ‘Grace, grace to it!’” (Zechariah 4:6-7) Reading : An angel foretold that Zerubbabel would complete his enormous rebuilding assignment with shouts of God's people recognizing the blessing. ""...And he shall bring forward the top stone amid shouts of ‘Grace, grace to it!’” (Zec. 4:7) Believer, you have been grafted into this same family of God where all of His promises have been fulfilled in Christ (2 Corinthians 1:20). Imagine angels shouting, ""Grace! Grace to you,"" as you work with the Holy Spirit to fulfill your calling. Heaven clearly recognizes God’s gift to you: ""the immeasurable riches of His grace"" (Ephesians 2:7) available to you through prayer and holy dependence. In Christ you have... 1. saving grace establishing you in a close relationship with your Creator (Romans ...",
414,attachment-65313848a0f5612fc8d20235,attachment,2023-10-19 14:11:12,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1697724657956-WFSKE7EKX42UWQ6GN5T9/Legacy_Screen+%281%29.png,exc-65313848a0f5612fc8d20235,img-65313848a0f5612fc8d20235,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1697724657956-WFSKE7EKX42UWQ6GN5T9/Legacy_Screen+%281%29.png
415,An Everlasting Kingdom,post,2023-10-04 12:29:27,,/blogfeed/2023/10/4/an-everlasting-kingdom,A Blog by Kristin Fields,"Scripture: “And I heard a loud voice from the throne saying, “Behold, the dwelling place of God is with man. He will dwell with them, and they will be his people, and God himself will be with them as their God. He will wipe away every tear from their eyes, and death shall be no more, neither shall there be mourning, nor crying, nor pain anymore, for the former things have passed away.” (Revelation 21:3-4) Reading: I read the text again. Years ago my friend and I spent Thursday mornings in a Bible study, followed by lunches with our kids and a load of cut grapes, excited about what we were learning. It seems as though she was just leaning against my countertop, warm smile and easy laugh. This past Sunday in church our congregation sang, “How I long to breathe the air of heaven where pain is gone, and mercy fills the street.” (“Hymn of Heaven,” Phil Wickham) My insides felt like they were on fire and tears followed suit to quench the pain. I read the text again. I thought about my friend...",
416,attachment-651d58b1755976178e5dfc23,attachment,2023-10-04 12:29:27,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1694614764833-SFE24DVRA29UUFUWPU3L/Daniel_B_Screen.jpg,exc-651d58b1755976178e5dfc23,img-651d58b1755976178e5dfc23,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1694614764833-SFE24DVRA29UUFUWPU3L/Daniel_B_Screen.jpg
417,Family Stories,post,2023-11-01 22:49:23,,/blogfeed/2023/11/1/family-stories,A Blog by Kristin Fields,"Scripture : “Give ear, O my people, to my teaching; incline your ears to the words of my mouth! I will open my mouth in a parable; I will utter dark sayings from of old, things that we have heard and known, that our fathers have told us. We will not hide them from their children, but tell to the coming generation the glorious deeds of the Lord, and his might, and the wonders that he has done.” (Psalm 78:1-4) Reading : I love family history. My grandparents had a box that held bits and pieces of newspaper clippings and souvenirs; evidence of decades and centuries past. Family stories shape our identities like underground boulders poking through the surface, reminding us of the shoulders on which we stand. Within my family history, the spiritual testimonies fascinate me. I see how these God-stories pass the gospel message from one generation to another. Today by God’s grace, you and I are creating a similar spiritual inheritance by following Christ as Lord. From one generation to the nex...",
418,attachment-6542d4fd95667661c2d92654,attachment,2023-11-01 22:49:23,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/16bf6f3f-0a10-411b-a1ba-fa185591f690/Legacy_Screen.png,exc-6542d4fd95667661c2d92654,img-6542d4fd95667661c2d92654,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/16bf6f3f-0a10-411b-a1ba-fa185591f690/Legacy_Screen.png
419,Celebrate,post,2023-11-21 21:38:04,,/blogfeed/2023/11/21/celebrate,A Blog by Kristin Fields,"Scripture : ""And he arose and came to his father. But while he was still a long way off, his father saw him and felt compassion, and ran and embraced him and kissed him. And the son said to him, ‘Father, I have sinned against heaven and before you. I am no longer worthy to be called your son.’ But the father said to his servants, ‘Bring quickly the best robe, and put it on him, and put a ring on his hand, and shoes on his feet. And bring the fattened calf and kill it, and let us eat and celebrate."" (Luke 15:20-23) Reading : Is God thankful? God is Creator and Sustainer of all things, so for what would He be thankful? In Luke 15, the lost sheep, the lost coin, the lost son represent you. God is represented by the shepherd, the woman, and the father, who are not content moving on with the other ninety-nine sheep, the other nine coins, and the other son, until what was lost is found. These lost things are valuable to the owners. “For the Son of Man came to seek and to save the lost.” (Luk...",
420,attachment-655d22967e1e6926fdb93332,attachment,2023-11-21 21:38:04,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1700418438617-CIKIHC0BTMFMX85B9LIV/Legacy_Screen.png,exc-655d22967e1e6926fdb93332,img-655d22967e1e6926fdb93332,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1700418438617-CIKIHC0BTMFMX85B9LIV/Legacy_Screen.png
421,Light,post,2023-12-21 14:16:15,,/blogfeed/2023/12/21/light,a blog by Kristin Fields,"Scripture: “In him was life, and the life was the light of men. The light shines in the darkness, and the darkness has not overcome it.” (John 1:4-5) Reading: My family stood at the pitch-black entrance. The gaping hole of an abandoned railroad tunnel open to us like a hungry mouth. My grandmother’s words echoed in my mind. “You’re brave. It’s awfully dark in there!” Stepping into that cold void, I understood what she meant. We continued to follow the track as far as we could before breaking out a flashlight. Its brilliance instantly filled our surrounding space. We wised up and began walking in the light – secure and at peace. “Again Jesus spoke to them, saying, ‘I am the light of the world. Whoever follows me will not walk in darkness, but will have the light of life.’” (John 8:12) When Jesus declared Himself the light of the world, he was referring to Old Testament metaphors that describe the Messiah as light (Psalm 84:11, Malachi 4:2). Jesus the Messiah came as the glory of His Jew...",
422,attachment-65843bd23510f80fe1e1611f,attachment,2023-12-21 14:16:15,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1701809769322-WUI53VZAKHC9XK72JKPS/Advent+2023_Square.png,exc-65843bd23510f80fe1e1611f,img-65843bd23510f80fe1e1611f,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1701809769322-WUI53VZAKHC9XK72JKPS/Advent+2023_Square.png
423,O Little Town,post,2023-12-05 20:56:21,,/blogfeed/2023/12/5/iizkuaz3jufaa5rzqyg346zowqon3d,A Blog by Kristin Fields,"Scripture: “But you, O Bethlehem Ephrathah, who are too little to be among the clans of Judah, from you shall come forth for me one who is to be ruler in Israel, whose coming forth is from of old, from ancient days.” (Micah 5:2) Reading: On the night of Christ’s birth, nestled in the Judean hillside, heads rested on pillows aware of their insignificance amid grander neighbors. Angels rejoiced above, captivated by the Christ of Heaven now a helpless baby on earth. Like any other morning, the townspeople awoke knowing Bethlehem was noted by God no matter the size of its tiny map dot. Little did they know, “The Word became flesh and blood, and moved into the neighborhood.” (John 1:14 MSG) The Lord became flesh not for us primarily, but for the Father. All that God revealed through the law, the prophets, and the psalms would be fulfilled by Jesus (Luke 24:27). Christ’s mission was to restore all people to God the Father. Of course, God’s plan was achieved perfectly. Since the day of Christ...",
424,attachment-656f8dc721e07e710c76752f,attachment,2023-12-05 20:56:21,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1701809769322-WUI53VZAKHC9XK72JKPS/Advent+2023_Square.png,exc-656f8dc721e07e710c76752f,img-656f8dc721e07e710c76752f,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1701809769322-WUI53VZAKHC9XK72JKPS/Advent+2023_Square.png
425,Completely Forgiven,post,2023-02-16 19:19:12,,/blogfeed/2023/2/16/completely-forgiven,A Blog by Kristin Fields,"“I have told you all this so that you may have peace in me. Here on earth, you will have many trials and sorrows. But take heart, because I have overcome the world.” John 16:33 “...that you may have peace...” The word “may” in the original Greek language is echo. It implies that someone is “to have and to hold” a thing. Sound familiar? In a traditional marriage ceremony, each person echoes a vow to have and to hold one another as if they are one entity. Dear believer in Jesus Christ, God has forgiven you. He has made peace with you through Christ so He can have you and hold you. As your Heavenly Father, He has vowed Himself to you throughout scripture. Christ will never leave those who entrust their lives to Him (John 14:16, Matthew 28:20). Because of Jesus, you are completely forgiven and now one with God. The way God views you is fundamentally different than before you placed your trust in Christ, but only because for “our sake he made him to be sin who knew no sin so that in him we ...",
426,attachment-63ee81b565ad4e4d3fb79285,attachment,2023-02-16 19:19:12,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1676576506797-ET7JPMGMSK6HU74Q5B44/INYIM_screen.png,exc-63ee81b565ad4e4d3fb79285,img-63ee81b565ad4e4d3fb79285,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1676576506797-ET7JPMGMSK6HU74Q5B44/INYIM_screen.png
427,Get Your Hands on The Net,post,2023-02-16 20:57:51,,/blogfeed/2023/2/16/get-your-hands-on-the-net,,"As Christians, we are called to spread the love and message of Jesus Christ. This can be done in many ways, and one of the most effective ways is by Getting Your Hands on The Net . This phrase, taken from Matthew 4:19, means to be proactive in reaching out to others and sharing the hope and truth of the Gospel. One of the best ways to do this is by serving on a Dream Team at The Point Church. In 1 Peter 4:10, we are told that we have each been given a spiritual gift, which is meant to be used to serve others. When we serve others, we are fulfilling our calling and purpose as Christians. We are also building relationships and making a positive impact on the world around us. As Mother Teresa once said, ""I alone cannot change the world, but I can cast a stone across the waters to create many ripples."" Serving on a dream team at The Point Church is a great way to Get Your Hands on The Net and serve others. The Dream Team is made up of people who have discovered their gifts and passions and...",
428,attachment-63ee96f6a1c8f369025e8c66,attachment,2023-02-16 20:57:51,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/bdfb2738-f185-47aa-9238-d04890d8cc25/GT+Website.png,exc-63ee96f6a1c8f369025e8c66,img-63ee96f6a1c8f369025e8c66,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/bdfb2738-f185-47aa-9238-d04890d8cc25/GT+Website.png
429,Completely Forgiving,post,2023-02-28 19:42:38,,/blogfeed/2023/2/28/completely-forgiving,A Blog by Kristin Fields,"How do you relieve a bruise after running into a corner? Aside from what words might escape your lips, typically the next thought is to apply ice to reduce swelling. Trauma produces inflammation and if you control inflammation, you control the degree of damage. Following that train of thought, how do you nurse a wounded, inflamed heart? The Lord Jesus tells us to apply forgiveness. Forgiveness is often more than a ""one and done"" kind of decision. It is a willful choice, often repeated, to not pay back the pain someone has caused you. After that initial choice to forgive, trusting God to deal with your offender, how do you stop the residual anger and bitterness from engulfing your heart? We find a solution in the parable of the unforgiving servant. Jesus said, ""Then the master of that servant had compassion, released him, and forgave him the loan."" (Matthew 18:27) The man’s heart was moved with compassion before he released his debtor. In scripture “compassion” is used to describe Jesus...",
430,attachment-63fe48c60216963632c529d9,attachment,2023-02-28 19:42:38,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1677613636659-GFB886AGL53Y98YQMST2/INYIM_screen.jpg,exc-63fe48c60216963632c529d9,img-63fe48c60216963632c529d9,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1677613636659-GFB886AGL53Y98YQMST2/INYIM_screen.jpg
431,The Power of Community: Why The Point Church App is Essential,post,2023-02-07 14:40:55,,/blogfeed/2023/2/7/the-power-of-community-why-the-point-church-app-is-essential,Download The Point Church App Today!,"""And let us consider how to stir up one another to love and good works, not neglecting to meet together, as is the habit of some, but encouraging one another, and all the more as you see the Day drawing near."" - Hebrews 10:24-25 (ESV) Here at The Point, we are a thriving community of believers who are dedicated to spreading the love and message of Jesus Christ. Our church app makes it easier than ever for YOU to connect with community, regardless of where you are located. You can access a wealth of resources through the app, including live streams of Sunday services, past messages, worship music, and weekly updates. This makes it possible for you to stay connected with the church and grow in your faith journey even when you aren't able to attend in person. In addition, to live streaming and archived content, the app also offers a variety of other resources to help you deepen your faith and grow in your relationship with God. Whether you’re looking for daily devotions, biblical studies,...",
432,attachment-63e259bbc8ccaf1e35fc540d,attachment,2023-02-07 14:40:55,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1675780782132-04KTZVGKZKZ1TKB7QTZ1/Screenshot+2023-02-07+at+9.39.33+AM.png,exc-63e259bbc8ccaf1e35fc540d,img-63e259bbc8ccaf1e35fc540d,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1675780782132-04KTZVGKZKZ1TKB7QTZ1/Screenshot+2023-02-07+at+9.39.33+AM.png
